chart_date,current_position,title,artist_name,last_week_position,weeks_on_chart,debut_position,debut_date,awards_vector
1958-12-15,91,The Fool And The Angel,Bobby Helms,91,2,91,12/08/58,
1958-12-15,92,Philadelphia U.S.A.,Art Lund,NEW,1,92,12/15/58,
1958-12-15,93,Little Red Riding Hood,Big Bopper,72,3,90,12/01/58,
1958-12-15,94,"A House, A Car And A Wedding Ring",Dale Hawkins,89,5,97,11/10/58,
1958-12-15,95,"Come On, Let's Go",Ritchie Valens,92,13,77,09/22/58,
1958-12-15,96,Pretty Girls Everywhere,Eugene Church and The Fellows,NEW,1,96,12/15/58,
1958-12-15,97,Dreamy Eyes,Johnny Tillotson,RE,3,92,11/03/58,
1958-12-15,98,Seven Minutes In Heaven,Poni-Tails,RE,2,99,12/01/58,
1958-12-15,99,Fallin',Connie Francis,60,10,86,10/13/58,
1958-12-15,100,Come Prima (Koma Preema),Polly Bergen,NEW,1,100,12/15/58,
1958-12-22,1,The Chipmunk Song,The Chipmunks With David Seville,10,4,62,12/01/58,
1958-12-22,2,Smoke Gets In Your Eyes,The Platters,6,6,86,11/17/58,
1958-12-22,3,"To Know Him, Is To Love Him",The Teddy Bears,1,14,88,09/22/58,
1958-12-22,4,Problems,The Everly Brothers,2,7,51,11/10/58,
1958-12-22,5,Tom Dooley,The Kingston Trio,3,13,83,09/29/58,
1958-12-22,6,One Night,Elvis Presley,4,7,30,11/10/58,
1958-12-22,7,Beep Beep,The Playmates,5,8,54,11/03/58,
1958-12-22,8,Lonesome Town,Ricky Nelson,7,10,86,10/20/58,
1958-12-22,9,It's Only Make Believe,Conway Twitty,8,15,65,09/15/58,
1958-12-22,10,A Lover's Question,Clyde McPhatter,13,11,90,10/06/58,
1958-12-22,11,I Got Stung,Elvis Presley,9,8,65,11/03/58,
1958-12-22,12,Whole Lotta Loving,Fats Domino,15,6,81,11/17/58,
1958-12-22,13,Bimbombey,Jimmie Rodgers,11,7,67,11/10/58,
1958-12-22,14,Gotta Travel On,Billy Grammer,20,5,86,11/24/58,
1958-12-22,15,Love Is All We Need,Tommy Edwards,16,9,88,10/27/58,
1958-12-22,16,Queen Of The Hop,Bobby Darin,14,12,95,10/06/58,
1958-12-22,17,My Happiness,Connie Francis,38,3,57,12/08/58,
1958-12-22,18,Cannonball,Duane Eddy His Twangy Guitar And The Rebels,19,8,88,11/03/58,
1958-12-22,19,Lonely Teardrops,Jackie Wilson,24,5,88,11/24/58,
1958-12-22,20,Topsy II,Cozy Cole,12,18,82,08/25/58,
1958-12-22,21,I'll Wait For You,Frankie Avalon,23,10,100,10/13/58,
1958-12-22,22,I Got A Feeling,Ricky Nelson,17,11,70,10/13/58,
1958-12-22,23,Poor Boy,The Royaltones,22,10,51,10/20/58,
1958-12-22,24,That Old Black Magic,Louis Prima And Keely Smith,18,8,100,11/03/58,
1958-12-22,25,Chantilly Lace,Big Bopper,26,21,31,08/04/58,
1958-12-22,26,Philadelphia U.S.A.,The Nu Tornados,37,6,79,11/17/58,
1958-12-22,27,Donna,Ritchie Valens,33,5,93,11/24/58,
1958-12-22,28,Need You,Donnie Owens,27,12,92,10/06/58,
1958-12-22,29,It's All In The Game,Tommy Edwards,25,19,96,08/18/58,
1958-12-22,30,The World Outside,The Four Coins,30,7,81,11/10/58,
1958-12-22,31,Manhattan Spiritual,Reg Owen & His Orchestra,55,3,69,12/08/58,
1958-12-22,32,16 Candles,The Crests,48,5,91,11/24/58,
1958-12-22,33,Walking Along,The Diamonds,32,9,82,10/27/58,
1958-12-22,34,The End,Earl Grant,21,15,87,09/15/58,
1958-12-22,35,Peek-A-Boo,The Cadillacs,42,3,61,12/08/58,
1958-12-22,36,Love You Most Of All,Sam Cooke,36,6,74,11/17/58,
1958-12-22,37,The Teen Commandments,Paul Anka -Geo. Hamilton IV-Johnny Nash,34,4,87,12/01/58,
1958-12-22,38,Big Bopper's Wedding,Big Bopper,44,3,64,12/08/58,
1958-12-22,39,(All of a Sudden) My Heart Sings,Paul Anka,NEW,1,39,12/22/58,
1958-12-22,40,I'll Remember Tonight,Pat Boone,54,9,72,10/27/58,
1958-12-22,41,The Diary,Neil Sedaka,51,3,83,12/08/58,
1958-12-22,42,A Letter To An Angel,Jimmy Clanton,28,10,76,10/20/58,
1958-12-22,43,C'mon Everybody,Eddie Cochran,65,5,94,11/24/58,
1958-12-22,44,Turvy II,Cozy Cole,41,4,66,12/01/58,
1958-12-22,45,I Cried A Tear,LaVern Baker,75,3,93,12/08/58,
1958-12-22,46,The Mocking Bird,The Four Lads,45,8,86,11/03/58,
1958-12-22,47,The Day The Rains Came,Jane Morgan,29,14,60,09/22/58,
1958-12-22,48,Call Me,Johnny Mathis,43,13,74,09/29/58,
1958-12-22,49,Pussy Cat,The Ames Brothers,39,13,60,09/29/58,
1958-12-22,50,Forget Me Not,Kalin Twins,35,13,100,09/29/58,
1958-12-22,51,Tea For Two Cha Cha,The Tommy Dorsey Orchestra,31,17,74,09/01/58,
1958-12-22,52,Nobody But You,Dee Clark,59,4,70,12/01/58,
1958-12-22,53,¿Dònde Està Santa Claus? (Where Is Santa Claus?),Augie Rios,66,2,66,12/15/58,
1958-12-22,54,Sweet Little Rock And Roller,Chuck Berry,56,7,80,11/10/58,
1958-12-22,55,The Wedding,June Valli,52,5,99,11/24/58,
1958-12-22,56,The All American Boy,Bill Parsons,NEW,1,56,12/22/58,
1958-12-22,57,Jingle Bell Rock,Bobby Helms,NEW,1,57,12/22/58,
1958-12-22,58,Sing Sing Sing,Bernie Lowe Orchestra,46,5,76,11/24/58,
1958-12-22,59,Pledging My Love,Roy Hamilton,53,6,71,11/17/58,
1958-12-22,60,Cimarron (Roll On),Billy Vaughn And His Orchestra,49,10,96,10/20/58,
1958-12-22,61,Hideaway,The Four Esquires,50,14,81,09/22/58,
1958-12-22,62,It's Just About Time,Johnny Cash And The Tennessee Two,78,2,78,12/15/58,
1958-12-22,63,Don't Pity Me,Dion & The Belmonts,NEW,1,63,12/22/58,
1958-12-22,64,Rocka-Conga,The Applejacks,NEW,1,64,12/22/58,
1958-12-22,65,There Goes My Heart,Joni James,57,15,61,09/15/58,
1958-12-22,66,Stagger Lee,Lloyd Price,77,3,94,12/08/58,
1958-12-22,67,Try Me,James Brown And The Famous Flames,80,2,80,12/15/58,
1958-12-22,68,Goodbye Baby,Jack Scott,81,2,81,12/15/58,
1958-12-22,69,Cinderella,The Four Preps,76,5,91,11/17/58,
1958-12-22,70,Come Prima,Tony Dallara,72,3,80,12/08/58,
1958-12-22,71,The Day The Rains Came,Raymond Lefevre and His Orchestra,74,9,67,10/27/58,
1958-12-22,72,Ten Commandments Of Love,Harvey & The Moonglows,73,15,59,09/15/58,
1958-12-22,73,Run Rudolph Run,Chuck Berry,83,2,83,12/15/58,
1958-12-22,74,Jealous Heart,Tab Hunter,62,10,98,10/20/58,
1958-12-22,75,Come Prima (Koma Preema),Polly Bergen,100,2,100,12/15/58,
1958-12-22,76,Mr. Success,Frank Sinatra,47,9,89,10/27/58,
1958-12-22,77,Lucky Ladybug,Billy & Lillie,NEW,1,77,12/22/58,
1958-12-22,78,Love Of My Life,The Everly Brothers,40,5,85,11/24/58,
1958-12-22,79,Merry Christmas Baby,Chuck Berry,90,2,90,12/15/58,
1958-12-22,80,Mexican Hat Rock,The Applejacks,67,15,76,09/15/58,
1958-12-22,81,Teasin',Quaker City Boys,NEW,1,81,12/22/58,
1958-12-22,82,Mandolins In The Moonlight,Perry Como,58,9,94,10/27/58,
1958-12-22,83,Diamond Ring,Jerry Wallace,88,3,90,12/08/58,
1958-12-22,84,The Fool And The Angel,Bobby Helms,91,3,91,12/08/58,
1958-12-22,85,Seven Minutes In Heaven,Poni-Tails,98,3,99,12/01/58,
1958-12-22,86,White Christmas (1947),Bing Crosby With Ken Darby Singers & John Scott Trotter & His Orchestra,NEW,1,86,12/22/58,
1958-12-22,87,Non Dimenticar (Don't Forget),Nat King Cole,68,11,97,10/13/58,
1958-12-22,88,The Little Drummer Boy,The Harry Simeone Chorale,NEW,1,88,12/22/58,
1958-12-22,89,I Want To Be Happy Cha Cha,Enoch Light & The Light Brigade,60,7,79,11/10/58,
1958-12-22,90,Need Your Love,Bobby Freeman,61,5,72,11/24/58,
1958-12-22,91,Rock-in Robin,Bobby Day,69,21,35,08/04/58,
1958-12-22,92,Dreamy Eyes,Johnny Tillotson,97,4,92,11/03/58,
1958-12-22,93,Philadelphia U.S.A.,Art Lund,92,2,92,12/15/58,
1958-12-22,94,Joe Joe Gunne,Chuck Berry,89,5,89,11/17/58,
1958-12-22,95,Rockhouse (Part 2),Ray Charles and his Orchestra,NEW,1,95,12/22/58,
1958-12-22,96,"Wiggle, Wiggle",The Accents,NEW,1,96,12/22/58,
1958-12-22,97,So Much,Little Anthony And The Imperials,NEW,1,97,12/22/58,
1958-12-22,98,The Reason,The 5 Chanels,NEW,1,98,12/22/58,
1958-12-22,99,Here I Stand,Wade Flemons and the Newcomers,NEW,1,99,12/22/58,
1958-12-22,100,(I Wanna) Dance With The Teacher,The Olympics,RE,2,98,12/08/58,
1958-12-29,1,The Chipmunk Song,The Chipmunks With David Seville,1,5,62,12/01/58,
1958-12-29,2,Smoke Gets In Your Eyes,The Platters,2,7,86,11/17/58,
1958-12-29,3,"To Know Him, Is To Love Him",The Teddy Bears,3,15,88,09/22/58,
1958-12-29,4,One Night,Elvis Presley,6,8,30,11/10/58,
1958-12-29,5,Problems,The Everly Brothers,4,8,51,11/10/58,
1958-12-29,6,Tom Dooley,The Kingston Trio,5,14,83,09/29/58,
1958-12-29,7,Lonesome Town,Ricky Nelson,8,11,86,10/20/58,
1958-12-29,8,Beep Beep,The Playmates,7,9,54,11/03/58,
1958-12-29,9,A Lover's Question,Clyde McPhatter,10,12,90,10/06/58,
1958-12-29,10,Whole Lotta Loving,Fats Domino,12,7,81,11/17/58,
1958-12-29,11,Gotta Travel On,Billy Grammer,14,6,86,11/24/58,
1958-12-29,12,It's Only Make Believe,Conway Twitty,9,16,65,09/15/58,
1958-12-29,13,My Happiness,Connie Francis,17,4,57,12/08/58,
1958-12-29,14,I Got Stung,Elvis Presley,11,9,65,11/03/58,
1958-12-29,15,Bimbombey,Jimmie Rodgers,13,8,67,11/10/58,
1958-12-29,16,Lonely Teardrops,Jackie Wilson,19,6,88,11/24/58,
1958-12-29,17,Queen Of The Hop,Bobby Darin,16,13,95,10/06/58,
1958-12-29,18,Donna,Ritchie Valens,27,6,93,11/24/58,
1958-12-29,19,Love Is All We Need,Tommy Edwards,15,10,88,10/27/58,
1958-12-29,20,I Got A Feeling,Ricky Nelson,22,12,70,10/13/58,
1958-12-29,21,Poor Boy,The Royaltones,23,11,51,10/20/58,
1958-12-29,22,Manhattan Spiritual,Reg Owen & His Orchestra,31,4,69,12/08/58,
1958-12-29,23,I'll Wait For You,Frankie Avalon,21,11,100,10/13/58,
1958-12-29,24,That Old Black Magic,Louis Prima And Keely Smith,24,9,100,11/03/58,
1958-12-29,25,16 Candles,The Crests,32,6,91,11/24/58,
1958-12-29,26,Love You Most Of All,Sam Cooke,36,7,74,11/17/58,
1958-12-29,27,Philadelphia U.S.A.,The Nu Tornados,26,7,79,11/17/58,
1958-12-29,28,Topsy II,Cozy Cole,20,19,82,08/25/58,
1958-12-29,29,The Little Drummer Boy,The Harry Simeone Chorale,88,2,88,12/22/58,
1958-12-29,30,Goodbye Baby,Jack Scott,68,3,81,12/15/58,
1958-12-29,31,Cannonball,Duane Eddy His Twangy Guitar And The Rebels,18,9,88,11/03/58,
1958-12-29,32,The Diary,Neil Sedaka,41,4,83,12/08/58,
1958-12-29,33,The Teen Commandments,Paul Anka -Geo. Hamilton IV-Johnny Nash,37,5,87,12/01/58,
1958-12-29,34,I Cried A Tear,LaVern Baker,45,4,93,12/08/58,
1958-12-29,35,Jingle Bell Rock,Bobby Helms,57,2,57,12/22/58,
1958-12-29,36,Turvy II,Cozy Cole,44,5,66,12/01/58,
1958-12-29,37,Chantilly Lace,Big Bopper,25,22,31,08/04/58,
1958-12-29,38,It's All In The Game,Tommy Edwards,29,20,96,08/18/58,
1958-12-29,39,The All American Boy,Bill Parsons,56,2,56,12/22/58,
1958-12-29,40,The World Outside,The Four Coins,30,8,81,11/10/58,
1958-12-29,41,The End,Earl Grant,34,16,87,09/15/58,
1958-12-29,42,Big Bopper's Wedding,Big Bopper,38,4,64,12/08/58,
1958-12-29,43,(All of a Sudden) My Heart Sings,Paul Anka,39,2,39,12/22/58,
1958-12-29,44,Green Chri$tma$,Stan Freberg,NEW,1,44,12/29/58,
1958-12-29,45,Pledging My Love,Roy Hamilton,59,7,71,11/17/58,
1958-12-29,46,Nobody But You,Dee Clark,52,5,70,12/01/58,
1958-12-29,47,¿Dònde Està Santa Claus? (Where Is Santa Claus?),Augie Rios,53,3,66,12/15/58,
1958-12-29,48,C'mon Everybody,Eddie Cochran,43,6,94,11/24/58,
1958-12-29,49,Call Me,Johnny Mathis,48,14,74,09/29/58,
1958-12-29,50,Peek-A-Boo,The Cadillacs,35,4,61,12/08/58,
1958-12-29,51,The Wedding,June Valli,55,6,99,11/24/58,
1958-12-29,52,Sweet Little Rock And Roller,Chuck Berry,54,8,80,11/10/58,
1958-12-29,53,Stagger Lee,Lloyd Price,66,4,94,12/08/58,
1958-12-29,54,It's Just About Time,Johnny Cash And The Tennessee Two,62,3,78,12/15/58,
1958-12-29,55,Don't Pity Me,Dion & The Belmonts,63,2,63,12/22/58,
1958-12-29,56,Lucky Ladybug,Billy & Lillie,77,2,77,12/22/58,
1958-12-29,57,Sing Sing Sing,Bernie Lowe Orchestra,58,6,76,11/24/58,
1958-12-29,58,Rocka-Conga,The Applejacks,64,2,64,12/22/58,
1958-12-29,59,A Letter To An Angel,Jimmy Clanton,42,11,76,10/20/58,
1958-12-29,60,Tea For Two Cha Cha,The Tommy Dorsey Orchestra,51,18,74,09/01/58,
1958-12-29,61,Try Me,James Brown And The Famous Flames,67,3,80,12/15/58,
1958-12-29,62,Need You,Donnie Owens,28,13,92,10/06/58,
1958-12-29,63,Hideaway,The Four Esquires,61,15,81,09/22/58,
1958-12-29,64,Mr. Success,Frank Sinatra,76,10,89,10/27/58,
1958-12-29,65,I'll Remember Tonight,Pat Boone,40,10,72,10/27/58,
1958-12-29,66,White Christmas (1947),Bing Crosby With Ken Darby Singers & John Scott Trotter & His Orchestra,86,2,86,12/22/58,
1958-12-29,67,Come Prima (Koma Preema),Polly Bergen,75,3,100,12/15/58,
1958-12-29,68,Teasin',Quaker City Boys,81,2,81,12/22/58,
1958-12-29,69,Run Rudolph Run,Chuck Berry,73,3,83,12/15/58,
1958-12-29,70,The Mocking Bird,The Four Lads,46,9,86,11/03/58,
1958-12-29,71,Merry Christmas Baby,Chuck Berry,79,3,90,12/15/58,
1958-12-29,72,The Hawaiian Wedding Song (Ke Kali Nei Au),Andy Williams,NEW,1,72,12/29/58,
1958-12-29,73,Blue Hawaii,Billy Vaughn And His Orchestra,NEW,1,73,12/29/58,
1958-12-29,74,Cinderella,The Four Preps,69,6,91,11/17/58,
1958-12-29,75,Walking Along,The Diamonds,33,10,82,10/27/58,
1958-12-29,76,The Worryin' Kind,Tommy Sands And The Raiders,NEW,1,76,12/29/58,
1958-12-29,77,The Fool And The Angel,Bobby Helms,84,4,91,12/08/58,
1958-12-29,78,Diamond Ring,Jerry Wallace,83,4,90,12/08/58,
1958-12-29,79,Rockhouse (Part 2),Ray Charles and his Orchestra,95,2,95,12/22/58,
1958-12-29,80,Love Of My Life,The Everly Brothers,78,6,85,11/24/58,
1958-12-29,81,La Bamba,Ritchie Valens,NEW,1,81,12/29/58,
1958-12-29,82,Pussy Cat,The Ames Brothers,49,14,60,09/29/58,
1958-12-29,83,Dreamy Eyes,Johnny Tillotson,92,5,92,11/03/58,
1958-12-29,84,Little Red Riding Hood,Big Bopper,RE,4,90,12/01/58,
1958-12-29,85,"Wiggle, Wiggle",The Accents,96,2,96,12/22/58,
1958-12-29,86,Forget Me Not,Kalin Twins,50,14,100,09/29/58,
1958-12-29,87,So Much,Little Anthony And The Imperials,97,2,97,12/22/58,
1958-12-29,88,The Voice In My Heart,Eydie Gorme,NEW,1,88,12/29/58,
1958-12-29,89,Philadelphia U.S.A.,Art Lund,93,3,92,12/15/58,
1958-12-29,90,The Day The Rains Came,Jane Morgan,47,15,60,09/22/58,
1958-12-29,91,There Goes My Heart,Joni James,65,16,61,09/15/58,
1958-12-29,92,"The Bluebird, The Buzzard & The Oriole",Bobby Day,NEW,1,92,12/29/58,
1958-12-29,93,Funny,Jesse Belvin,NEW,1,93,12/29/58,
1958-12-29,94,Come Prima,Tony Dallara,70,4,80,12/08/58,
1958-12-29,95,Mandolins In The Moonlight,Perry Como,82,10,94,10/27/58,
1958-12-29,96,The World Outside,Roger Williams,RE,3,86,12/08/58,
1958-12-29,97,Ten Commandments Of Love,Harvey & The Moonglows,72,16,59,09/15/58,
1958-12-29,98,Save My Soul,Jack Scott,NEW,1,98,12/29/58,
1958-12-29,99,Heartbeat,Buddy Holly,NEW,1,99,12/29/58,
1958-12-29,100,Red River Rose,The Ames Brothers,NEW,1,100,12/29/58,
1959-01-05,1,The Chipmunk Song,The Chipmunks With David Seville,1,6,62,12/01/58,
1959-01-05,2,Smoke Gets In Your Eyes,The Platters,2,8,86,11/17/58,
1959-01-05,3,"To Know Him, Is To Love Him",The Teddy Bears,3,16,88,09/22/58,
1959-01-05,4,Problems,The Everly Brothers,5,9,51,11/10/58,
1959-01-05,5,One Night,Elvis Presley,4,9,30,11/10/58,
1959-01-05,6,My Happiness,Connie Francis,13,5,57,12/08/58,
1959-01-05,7,Tom Dooley,The Kingston Trio,6,15,83,09/29/58,
1959-01-05,8,A Lover's Question,Clyde McPhatter,9,13,90,10/06/58,
1959-01-05,9,Gotta Travel On,Billy Grammer,11,7,86,11/24/58,
1959-01-05,10,Whole Lotta Loving,Fats Domino,10,8,81,11/17/58,
1959-01-05,11,Lonesome Town,Ricky Nelson,7,12,86,10/20/58,
1959-01-05,12,Beep Beep,The Playmates,8,10,54,11/03/58,
1959-01-05,13,Bimbombey,Jimmie Rodgers,15,9,67,11/10/58,
1959-01-05,14,I Got Stung,Elvis Presley,14,10,65,11/03/58,
1959-01-05,15,Donna,Ritchie Valens,18,7,93,11/24/58,
1959-01-05,16,The Little Drummer Boy,The Harry Simeone Chorale,29,3,88,12/22/58,
1959-01-05,17,Queen Of The Hop,Bobby Darin,17,14,95,10/06/58,
1959-01-05,18,16 Candles,The Crests,25,7,91,11/24/58,
1959-01-05,19,It's Only Make Believe,Conway Twitty,12,17,65,09/15/58,
1959-01-05,20,Lonely Teardrops,Jackie Wilson,16,7,88,11/24/58,
1959-01-05,21,The Diary,Neil Sedaka,32,5,83,12/08/58,
1959-01-05,22,Manhattan Spiritual,Reg Owen & His Orchestra,22,5,69,12/08/58,
1959-01-05,23,Goodbye Baby,Jack Scott,30,4,81,12/15/58,
1959-01-05,24,Love Is All We Need,Tommy Edwards,19,11,88,10/27/58,
1959-01-05,25,I'll Wait For You,Frankie Avalon,23,12,100,10/13/58,
1959-01-05,26,Cannonball,Duane Eddy His Twangy Guitar And The Rebels,31,10,88,11/03/58,
1959-01-05,27,Lucky Ladybug,Billy & Lillie,56,3,77,12/22/58,
1959-01-05,28,Philadelphia U.S.A.,The Nu Tornados,27,8,79,11/17/58,
1959-01-05,29,The Teen Commandments,Paul Anka -Geo. Hamilton IV-Johnny Nash,33,6,87,12/01/58,
1959-01-05,30,That Old Black Magic,Louis Prima And Keely Smith,24,10,100,11/03/58,
1959-01-05,31,Love You Most Of All,Sam Cooke,26,8,74,11/17/58,
1959-01-05,32,Poor Boy,The Royaltones,21,12,51,10/20/58,
1959-01-05,33,The All American Boy,Bill Parsons,39,3,56,12/22/58,
1959-01-05,34,I Got A Feeling,Ricky Nelson,20,13,70,10/13/58,
1959-01-05,35,C'mon Everybody,Eddie Cochran,48,7,94,11/24/58,
1959-01-05,36,Stagger Lee,Lloyd Price,53,5,94,12/08/58,
1959-01-05,37,(All of a Sudden) My Heart Sings,Paul Anka,43,3,39,12/22/58,
1959-01-05,38,I Cried A Tear,LaVern Baker,34,5,93,12/08/58,
1959-01-05,39,The World Outside,The Four Coins,40,9,81,11/10/58,
1959-01-05,40,Don't Pity Me,Dion & The Belmonts,55,3,63,12/22/58,
1959-01-05,41,Peek-A-Boo,The Cadillacs,50,5,61,12/08/58,
1959-01-05,42,Topsy II,Cozy Cole,28,20,82,08/25/58,
1959-01-05,43,It's All In The Game,Tommy Edwards,38,21,96,08/18/58,
1959-01-05,44,Turvy II,Cozy Cole,36,6,66,12/01/58,
1959-01-05,45,Jingle Bell Rock,Bobby Helms,35,3,57,12/22/58,
1959-01-05,46,The Wedding,June Valli,51,7,99,11/24/58,
1959-01-05,47,¿Dònde Està Santa Claus? (Where Is Santa Claus?),Augie Rios,47,4,66,12/15/58,
1959-01-05,48,The Hawaiian Wedding Song (Ke Kali Nei Au),Andy Williams,72,2,72,12/29/58,
1959-01-05,49,The End,Earl Grant,41,17,87,09/15/58,
1959-01-05,50,Rocka-Conga,The Applejacks,58,3,64,12/22/58,
1959-01-05,51,It's Just About Time,Johnny Cash And The Tennessee Two,54,4,78,12/15/58,
1959-01-05,52,Big Bopper's Wedding,Big Bopper,42,5,64,12/08/58,
1959-01-05,53,Green Chri$tma$,Stan Freberg,44,2,44,12/29/58,
1959-01-05,54,Nobody But You,Dee Clark,46,6,70,12/01/58,
1959-01-05,55,Chantilly Lace,Big Bopper,37,23,31,08/04/58,
1959-01-05,56,Pledging My Love,Roy Hamilton,45,8,71,11/17/58,
1959-01-05,57,Try Me,James Brown And The Famous Flames,61,4,80,12/15/58,
1959-01-05,58,Teasin',Quaker City Boys,68,3,81,12/22/58,
1959-01-05,59,Blue Hawaii,Billy Vaughn And His Orchestra,73,2,73,12/29/58,
1959-01-05,60,Red River Rose,The Ames Brothers,100,2,100,12/29/58,
1959-01-05,61,"Wiggle, Wiggle",The Accents,85,3,96,12/22/58,
1959-01-05,62,Hideaway,The Four Esquires,63,16,81,09/22/58,
1959-01-05,63,Walking Along,The Diamonds,75,11,82,10/27/58,
1959-01-05,64,Need You,Donnie Owens,62,14,92,10/06/58,
1959-01-05,65,A Letter To An Angel,Jimmy Clanton,59,12,76,10/20/58,
1959-01-05,66,The Mocking Bird,The Four Lads,70,10,86,11/03/58,
1959-01-05,67,Dreamy Eyes,Johnny Tillotson,83,6,92,11/03/58,
1959-01-05,68,Tea For Two Cha Cha,The Tommy Dorsey Orchestra,60,19,74,09/01/58,
1959-01-05,69,"The Bluebird, The Buzzard & The Oriole",Bobby Day,92,2,92,12/29/58,
1959-01-05,70,Come Prima,Tony Dallara,94,5,80,12/08/58,
1959-01-05,71,Don't You Know Yockomo,"Huey ""piano"" Smith With His Clowns",RE,2,99,12/08/58,
1959-01-05,72,Sweet Little Rock And Roller,Chuck Berry,52,9,80,11/10/58,
1959-01-05,73,You Are Beautiful,Johnny Mathis,NEW,1,73,01/05/59,
1959-01-05,74,Sing Sing Sing,Bernie Lowe Orchestra,57,7,76,11/24/58,
1959-01-05,75,The Fool And The Angel,Bobby Helms,77,5,91,12/08/58,
1959-01-05,76,Come Prima (Koma Preema),Polly Bergen,67,4,100,12/15/58,
1959-01-05,77,(I Wanna) Dance With The Teacher,The Olympics,RE,3,98,12/08/58,
1959-01-05,78,Peter Gunn,Ray Anthony and His Orchestra,NEW,1,78,01/05/59,
1959-01-05,79,I Talk To The Trees,Edmundo Ros and His Orchestra,NEW,1,79,01/05/59,
1959-01-05,80,La Bamba,Ritchie Valens,81,2,81,12/29/58,
1959-01-05,81,Yellow Bird,The Mills Brothers,NEW,1,81,01/05/59,
1959-01-05,82,Let's Love,Johnny Mathis,NEW,1,82,01/05/59,
1959-01-05,83,The Girl On Page 44,The Four Lads,NEW,1,83,01/05/59,
1959-01-05,84,May You Always,The McGuire Sisters,NEW,1,84,01/05/59,
1959-01-05,85,Pretty Girls Everywhere,Eugene Church and The Fellows,RE,2,96,12/15/58,
1959-01-05,86,The Little Space Girl,Jesse Lee Turner,NEW,1,86,01/05/59,
1959-01-05,87,Pussy Cat,The Ames Brothers,82,15,60,09/29/58,
1959-01-05,88,The One Rose (That's Left In My Heart),Teresa Brewer,NEW,1,88,01/05/59,
1959-01-05,89,Teach Me Tonight Cha Cha,The DeCastro Sisters,NEW,1,89,01/05/59,
1959-01-05,90,Mr. Success,Frank Sinatra,64,11,89,10/27/58,
1959-01-05,91,I'll Remember Tonight,Pat Boone,65,11,72,10/27/58,
1959-01-05,92,Cinderella,The Four Preps,74,7,91,11/17/58,
1959-01-05,93,Funny,Jesse Belvin,93,2,93,12/29/58,
1959-01-05,94,Forget Me Not,Kalin Twins,86,15,100,09/29/58,
1959-01-05,95,That's Why I Cry,Buddy Knox,NEW,1,95,01/05/59,
1959-01-05,96,Heartbeat,Buddy Holly,99,2,99,12/29/58,
1959-01-05,97,Call Me,Johnny Mathis,49,15,74,09/29/58,
1959-01-05,98,Tall Paul,Annette With The Afterbeats,NEW,1,98,01/05/59,
1959-01-05,99,Sermonette,Della Reese,NEW,1,99,01/05/59,
1959-01-05,100,Gazachstahagen,The Wild-Cats,NEW,1,100,01/05/59,
1959-01-12,1,The Chipmunk Song,The Chipmunks With David Seville,1,7,62,12/01/58,
1959-01-12,2,Smoke Gets In Your Eyes,The Platters,2,9,86,11/17/58,
1959-01-12,3,My Happiness,Connie Francis,6,6,57,12/08/58,
1959-01-12,4,Gotta Travel On,Billy Grammer,9,8,86,11/24/58,
1959-01-12,5,"To Know Him, Is To Love Him",The Teddy Bears,3,17,88,09/22/58,
1959-01-12,6,Whole Lotta Loving,Fats Domino,10,9,81,11/17/58,
1959-01-12,7,A Lover's Question,Clyde McPhatter,8,14,90,10/06/58,
1959-01-12,8,One Night,Elvis Presley,5,10,30,11/10/58,
1959-01-12,9,Problems,The Everly Brothers,4,10,51,11/10/58,
1959-01-12,10,Lonesome Town,Ricky Nelson,11,13,86,10/20/58,
1959-01-12,11,Tom Dooley,The Kingston Trio,7,16,83,09/29/58,
1959-01-12,12,16 Candles,The Crests,18,8,91,11/24/58,
1959-01-12,13,The Little Drummer Boy,The Harry Simeone Chorale,16,4,88,12/22/58,
1959-01-12,14,Bimbombey,Jimmie Rodgers,13,10,67,11/10/58,
1959-01-12,15,Donna,Ritchie Valens,15,8,93,11/24/58,
1959-01-12,16,Beep Beep,The Playmates,12,11,54,11/03/58,
1959-01-12,17,Lonely Teardrops,Jackie Wilson,20,8,88,11/24/58,
1959-01-12,18,I Got Stung,Elvis Presley,14,11,65,11/03/58,
1959-01-12,19,Goodbye Baby,Jack Scott,23,5,81,12/15/58,
1959-01-12,20,Manhattan Spiritual,Reg Owen & His Orchestra,22,6,69,12/08/58,
1959-01-12,21,Stagger Lee,Lloyd Price,36,6,94,12/08/58,
1959-01-12,22,It's Only Make Believe,Conway Twitty,19,18,65,09/15/58,
1959-01-12,23,The Diary,Neil Sedaka,21,6,83,12/08/58,
1959-01-12,24,Lucky Ladybug,Billy & Lillie,27,4,77,12/22/58,
1959-01-12,25,(All of a Sudden) My Heart Sings,Paul Anka,37,4,39,12/22/58,
1959-01-12,26,The All American Boy,Bill Parsons,33,4,56,12/22/58,
1959-01-12,27,Love You Most Of All,Sam Cooke,31,9,74,11/17/58,
1959-01-12,28,I Cried A Tear,LaVern Baker,38,6,93,12/08/58,
1959-01-12,29,Queen Of The Hop,Bobby Darin,17,15,95,10/06/58,
1959-01-12,30,Love Is All We Need,Tommy Edwards,24,12,88,10/27/58,
1959-01-12,31,Philadelphia U.S.A.,The Nu Tornados,28,9,79,11/17/58,
